Cenario,BandA,BandB,RTTA,RTTB,Sent,Retrans,Lost,Time
60,1.619,4.822,0.15942,0.1642,15296,308,2,32.186
61,1.677,3.420,0.0947,0.10125,15519,1177,3,44.502
62,1.697,4.961,0.4320,0.1189,15601,598,3,33.109
63,1.721,4.545,0.0828,0.1344,15653,682,2,35.040
64,1.922,4.498,0.0973,0.1656,15563,254,3,31.867
65,2.088,3.354,0.0843,0.1591,15446,1427,4,47.437
66,2.243,4.675,0.0743,0.16226,15331,1124,4,31.379
67,2.272,3.311,0.0950,0.1756,14854,818,3,34.238
68,2.274,4.828,0.9952,0.1553,15119,1161,3,30.416
69,2.480,3.814,0.0904,0.1536,15068,347,3,29.821
70,2.584,3.557,0.0894,0.1561,15088,1338,3,34.654
71,2.598,4.376,0.7901,0.1592,15190,938,3,29.000
72,2.653,3.448,0.0966,0.1516,14771,1088,3,32.560
73,2.675,4.744,0.0830,0.1444,14990,951,3,27.219
74,2.774,4.114,0.0873,0.10195,15049,1433,3,28.530
75,2.984,3.893,0.0964,0.1571,14734,299,3,28.453
76,3.237,0.578,0.0803,0.8736,15738,316,1,73.420
77,3.270,1.160,0.0867,0.9595,16478,465,3,55.354
78,3.311,2.272,0.0850,0.1564,15161,913,3,36.161
79,3.354,2.088,0.1061,0.1461,14629,970,3,41.289
80,3.420,1.677,0.0858,0.1694,15551,579,3,37.648
81,3.448,2.653,0.0802,0.1076,15060,1301,4,32.737
82,3.557,2.584,0.0950,0.1172,15074,1052,3,38.367
83,3.627,0.773,0.0934,0.1412,16712,628,3,67.312
84,3.674,0.465,0.1169,0.1788,15166,741,2,60.079
85,3.787,0.990,0.0871,0.1417,16071,385,3,51.430
86,3.814,2.480,0.0777,0.1445,14755,134,3,29.321
87,3.893,2.984,0.1061,0.8798,14941,996,3,28.672
88,4.114,2.774,0.0954,0.1624,14567,422,2,27.188
89,4.376,2.598,0.1017,0.2022,14935,755,3,29.765
90,4.456,1.229,0.0811,0.37670,16131,480,3,39.872
91,4.498,1.922,0.0913,0.1346,15286,671,3,31.631
92,4.545,1.721,0.8712,0.1555,15761,478,3,35.370
93,4.675,2.243,0.0918,0.1188,15093,1155,3,30.850
94,4.744,2.675,0.9448,0.1424,14774,237,2,25.110
95,4.793,1.154,0.8206,0.9899,16022,396,2,42.999
96,4.817,0.879,0.1051,0.1192,15979,312,1,46.952
97,4.822,1.619,0.0949,0.1483,16294,539,3,32.828
98,4.828,2.274,0.1047,0.1406,15352,259,2,26.900
99,4.874,0.961,0.0889,0.1645,15786,435,2,43.438
100,4.961,1.697,0.0838,0.1246,15349,479,3,31.815
101,0.465,3.674,0.0919,0.1804,15797,477,1,76.181
102,0.578,3.237,0.0875,0.1391,15650,459,2,62.996
103,0.773,3.627,0.0921,0.2945,15529,329,2,51.571
104,0.879,4.817,0.0946,0.1465,16211,775,2,48.164
105,0.961,4.874,0.0877,0.1540,16041,315,2,44.161
106,0.990,3.787,0.0757,0.1597,16509,555,2,51.730
107,1.154,4.793,0.0963,0.1301,16284,330,3,45.634
108,1.160,3.270,0.0912,0.8828,16031,560,3,53.135
109,1.229,4.456,0.1048,0.1562,16064,704,2,41.285
110,1.619,4.822,0.6884,0.1728,16041,541,3,36.474
111,1.677,3.420,0.0977,0.1557,15199,264,4,39.875
112,1.697,4.961,0.8123,0.1433,15149,404,2,29.580
113,1.721,4.545,0.0985,0.1435,16560,456,2,42.109
114,1.922,4.498,0.1039,0.1718,15539,527,3,30.727
115,2.088,3.354,0.0910,0.12497,14780,179,4,39.274
116,2.243,4.675,0.0864,0.1790,15127,461,3,30.609
117,2.272,3.311,0.0953,0.1039,15136,1095,3,36.327
118,2.274,4.828,0.0877,0.1664,15104,731,3,28.229
119,2.480,3.814,0.0964,0.10439,15696,1574,4,37.042
120,2.584,3.557,0.0786,0.1479,15049,1599,4,36.259
121,2.598,4.376,0.9081,0.1548,16100,957,3,30.383
122,2.653,3.448,0.0849,0.6146,15021,1459,4,34.876
123,2.675,4.744,0.0846,0.9593,15296,505,3,28.140
124,2.774,4.114,0.0868,0.1436,14715,786,4,31.783
125,2.984,3.893,0.0952,0.9252,15357,1572,3,32.914
126,3.237,0.578,0.1034,0.8724,15603,450,2,61.981
127,3.270,1.160,0.1049,0.1468,15539,696,3,48.041
128,3.311,2.272,0.0883,0.9419,14706,387,4,35.142
129,3.354,2.088,0.0834,0.1465,14697,517,3,40.559
130,3.420,1.677,0.1016,0.1449,15416,169,2,47.495
131,3.448,2.653,0.0878,0.1602,15066,1179,3,33.581
132,3.557,2.584,0.0987,0.1574,14544,69,2,29.147
133,3.627,0.773,0.13589,0.1617,15941,585,2,55.301
134,3.674,0.465,0.0928,0.1456,15721,571,2,67.305
135,3.787,0.990,0.0887,0.1505,14821,701,2,37.817
136,3.814,2.480,0.0978,0.1423,14614,255,2,28.126
137,3.893,2.984,0.0907,0.4923,14913,1392,4,30.676
138,4.114,2.774,0.0871,0.1453,15012,1034,3,28.367
139,4.376,2.598,0.0965,0.1286,15178,376,4,27.548
140,4.456,1.229,0.1003,0.1472,15697,333,2,41.856
141,4.498,1.922,0.0982,0.1429,15419,565,3,30.925
142,4.545,1.721,0.0872,0.1764,15875,573,3,35.849
143,4.675,2.243,0.0747,0.1421,15005,745,3,28.134
144,4.744,2.675,0.10553,0.1619,15013,719,4,31.312
145,4.793,1.154,0.4668,0.1589,16146,506,3,42.215
146,4.817,0.879,0.0602,0.1047,16187,564,2,52.891
147,4.822,1.619,0.0976,0.1454,16150,577,3,35.365
148,4.828,2.274,0.0886,0.1459,14679,296,3,25.646
149,4.874,0.961,0.1110,0.1531,16163,572,3,49.096
150,4.961,1.697,0.0896,0.1036,16074,786,3,33.933
151,0.465,3.674,0.0831,0.1424,15863,418,1,76.600
152,0.578,3.237,0.0737,0.1215,16293,482,3,73.337
153,0.773,3.627,0.1023,0.1505,15805,335,2,56.254
154,0.879,4.817,0.8632,0.1113,15796,499,2,48.686
155,0.961,4.874,0.0942,0.1533,15678,691,2,39.004
156,0.990,3.787,0.0929,0.9244,15637,252,1,47.343
157,1.154,4.793,0.1004,0.9490,16137,446,2,43.888
158,1.160,3.270,0.0781,0.1429,15583,737,3,47.934
159,1.229,4.456,0.0949,0.1494,16677,605,3,46.640
160,1.619,4.822,0.9455,0.1429,15623,553,3,34.298
161,1.677,3.420,0.1000,0.1392,15945,764,4,44.953
162,1.697,4.961,0.8872,0.1514,16914,770,3,37.706
163,1.721,4.545,0.0936,0.1428,15844,623,3,36.550
164,1.922,4.498,0.0973,0.1573,15550,623,3,31.143
165,2.088,3.354,0.1029,0.7170,14671,259,2,33.182
166,2.243,4.675,0.4691,0.1443,15268,797,3,30.710
167,2.272,3.311,0.1020,0.9645,14691,605,3,32.972
168,2.274,4.828,0.0883,0.1366,15315,947,3,29.123
169,2.480,3.814,0.0847,0.4500,15151,1077,3,32.357
170,2.584,3.557,0.0959,0.1375,15388,1276,4,32.974
171,2.598,4.376,0.9213,0.1480,15135,1089,4,28.654
172,2.653,3.448,0.0736,0.10078,14865,911,3,32.188
173,2.675,4.744,0.0967,0.9779,15225,589,3,26.527
174,2.774,4.114,0.0970,0.1401,14705,829,3,33.513
175,2.984,3.893,0.0971,0.1625,14812,1021,3,27.739
176,3.237,0.578,0.0984,0.1337,15542,192,1,58.764
177,3.270,1.160,0.1011,0.1340,15521,377,3,50.654
178,3.311,2.272,0.0839,0.1668,15190,1468,4,39.253
179,3.354,2.088,0.8744,0.1571,15211,1133,4,36.458
180,3.420,1.677,0.0919,0.1444,15479,786,4,59.218
181,3.448,2.653,0.1011,0.10178,15443,966,2,32.835
182,3.557,2.584,0.4941,0.1373,15337,1059,3,32.516
183,3.627,0.773,0.0942,0.6747,16059,625,2,58.307
184,3.674,0.465,0.7703,0.1385,15506,462,2,60.996
185,3.787,0.990,0.0976,0.1398,15504,451,2,46.198
186,3.814,2.480,0.1043,0.1442,15172,1198,3,32.107
187,3.893,2.984,0.0958,0.10020,15045,899,3,29.353
188,4.114,2.774,0.0853,0.1649,15304,668,4,31.124
189,4.376,2.598,0.0980,0.9345,15472,1215,4,37.314
190,4.456,1.229,0.0949,0.1699,15926,331,2,40.830
191,4.498,1.922,0.0942,0.9339,14675,478,3,29.941
192,4.545,1.721,0.9912,0.1505,15934,492,3,33.631
193,4.675,2.243,0.0999,0.1590,16803,1098,3,32.714
194,4.744,2.675,0.9934,0.1340,15086,816,2,26.452
195,4.793,1.154,0.0950,0.1507,16979,646,3,46.824
196,4.817,0.879,0.8879,0.1654,16221,577,3,52.926
197,4.822,1.619,0.8704,0.1568,16658,428,2,37.491
198,4.828,2.274,0.8016,0.1463,15180,1548,4,32.236
199,4.874,0.961,0.0897,0.1677,15959,497,2,41.385
200,4.961,1.697,0.0794,0.9167,16514,413,2,35.432
201,0.465,3.674,0.0921,0.1407,15904,422,1,75.484
202,0.578,3.237,0.9111,0.1541,15775,253,2,70.183
203,0.773,3.627,0.0859,0.8459,16394,477,2,60.251
204,0.879,4.817,0.0945,0.8847,16056,269,2,62.250
205,0.961,4.874,0.0833,0.1638,16952,469,2,51.686
206,0.990,3.787,0.1086,0.6493,15817,339,2,49.895
207,1.154,4.793,0.0787,0.1211,16719,648,3,45.581
208,1.160,3.270,0.0717,0.9687,15135,238,2,46.109
209,1.229,4.456,0.0978,0.1585,16172,522,2,40.710
210,1.619,4.822,0.0843,0.1486,15601,814,3,33.671
211,1.677,3.420,0.0982,0.10377,14768,164,3,35.866
212,1.697,4.961,0.0781,0.1486,15884,376,2,32.891
213,1.721,4.545,0.0957,0.0798,15619,568,3,33.167
214,1.922,4.498,0.0861,0.1496,15928,496,3,33.320
215,2.088,3.354,0.1101,0.1429,15258,1352,4,37.992
216,2.243,4.675,0.1081,0.1394,15336,1007,3,30.270
217,2.272,3.311,0.8636,0.1705,14989,1296,3,35.954
218,2.274,4.828,0.8753,0.1609,15619,800,3,31.041
219,2.480,3.814,0.0889,0.1114,14665,272,3,32.037
220,2.584,3.557,0.0643,0.1726,14708,786,3,30.309
221,2.598,4.376,0.0955,0.10140,15005,524,4,28.604
222,2.653,3.448,0.1084,0.1481,14600,732,4,31.787
223,2.675,4.744,0.0934,0.1405,15323,922,3,27.372
224,2.774,4.114,0.0843,0.1098,16328,906,3,31.126
225,2.984,3.893,0.0825,0.1505,14729,684,2,26.822
226,3.237,0.578,0.0956,0.1263,15550,453,2,63.409
227,3.270,1.160,0.8962,0.1339,16995,275,3,50.245
228,3.311,2.272,0.0854,0.1603,14627,132,3,32.684
229,3.354,2.088,0.9080,0.1483,14945,1459,4,40.879
230,3.420,1.677,0.0924,0.1721,14757,234,3,36.775
231,3.448,2.653,0.0953,0.1538,14827,1067,3,32.938
232,3.557,2.584,0.2069,0.1662,15139,99,3,30.708
233,3.627,0.773,0.0851,0.1578,16060,262,1,61.786
234,3.674,0.465,0.0812,0.1487,14996,409,2,54.626
235,3.787,0.990,0.9237,0.1555,16137,600,2,62.299
236,3.814,2.480,0.0990,0.1443,14789,480,4,34.865
237,3.893,2.984,0.0871,0.1567,14548,259,3,28.744
238,4.114,2.774,0.0977,0.1227,14892,435,2,29.820
239,4.376,2.598,0.0861,0.1379,15393,1303,3,29.625
240,4.456,1.229,0.0893,0.1517,16033,537,2,41.695
241,4.498,1.922,0.0930,0.12393,15799,442,3,35.076
242,4.545,1.721,0.0872,0.14053,15660,509,3,33.177
243,4.675,2.243,0.0907,0.1612,15344,549,3,28.894
244,4.744,2.675,0.1008,0.1331,14823,439,3,26.969
245,4.793,1.154,0.4683,0.1484,15619,216,2,38.071
246,4.817,0.879,0.1061,0.9665,16502,572,3,53.031
247,4.822,1.619,0.1017,0.1559,16384,632,3,36.938
248,4.828,2.274,0.0944,0.1253,15822,784,3,30.232
249,4.874,0.961,0.0858,0.1445,16412,285,2,50.531
250,4.961,1.697,0.1012,0.1211,15341,509,3,31.433
251,0.465,3.674,0.1022,0.1502,15176,468,2,58.335
252,0.578,3.237,0.0950,0.1482,16227,531,3,72.566
253,0.773,3.627,0.0851,0.10694,15947,342,2,58.495
254,0.879,4.817,0.0810,0.1385,16354,493,2,49.314
255,0.961,4.874,0.0925,0.1257,16444,548,2,45.475
256,0.990,3.787,0.0869,0.9893,15775,298,2,48.850
257,1.154,4.793,0.0909,0.9638,15926,754,3,42.283
258,1.160,3.270,0.0956,0.9197,15714,579,3,47.789
259,1.229,4.456,0.0955,0.1706,16212,451,2,42.051
260,1.619,4.822,0.0940,0.9713,16152,716,2,37.334
261,1.677,3.420,0.0889,0.1499,15232,252,3,39.870
262,1.697,4.961,0.0917,0.1670,16073,739,3,33.640
263,1.721,4.545,0.0923,0.1718,15939,568,3,35.901
264,1.922,4.498,0.0832,0.1548,15432,540,3,32.808
265,2.088,3.354,0.0959,0.8450,14996,1451,4,37.986
266,2.243,4.675,0.7781,0.1747,15698,466,3,31.589
267,2.272,3.311,0.0817,0.1417,15097,1107,3,34.912
268,2.274,4.828,0.0954,0.1140,15662,561,3,29.322
269,2.480,3.814,0.0829,0.1456,14996,1114,4,33.961
270,2.584,3.557,0.5672,0.1513,15569,500,4,33.898
271,2.598,4.376,0.0911,0.1795,15252,1355,4,32.646
272,2.653,3.448,0.0784,0.1605,15950,1607,4,36.145
273,2.675,4.744,0.11676,0.1562,14812,424,3,28.250
274,2.774,4.114,0.0882,0.1166,14643,619,3,29.991
275,2.984,3.893,0.0767,0.1416,15025,1556,4,29.712
276,3.237,0.578,0.1067,0.1513,16104,521,2,70.528
277,3.270,1.160,0.0894,0.1128,16238,487,3,50.127
278,3.311,2.272,0.0817,0.1291,15048,1014,3,39.332
279,3.354,2.088,0.7521,0.1712,14899,530,4,40.887
280,3.420,1.677,0.1091,0.1301,15574,785,3,40.810
281,3.448,2.653,0.0996,0.1526,14690,1216,3,36.090
282,3.557,2.584,0.0956,0.9036,15244,851,3,32.222
283,3.627,0.773,0.0964,0.1395,16729,663,3,65.191
284,3.674,0.465,0.1048,0.8390,15588,577,2,65.980
285,3.787,0.990,0.1015,0.1382,16031,505,3,49.894
286,3.814,2.480,0.1040,0.1447,14890,322,3,30.235
287,3.893,2.984,0.0916,0.1615,15719,1647,4,32.317
288,4.114,2.774,0.0822,0.8959,15006,1028,3,28.933
289,4.376,2.598,0.1020,0.4317,14962,798,3,27.972
290,4.456,1.229,0.0936,0.8191,16020,397,3,42.572
291,4.498,1.922,0.1002,0.10402,15079,589,3,31.108
292,4.545,1.721,0.0986,0.1604,15389,221,2,31.054
293,4.675,2.243,0.0915,0.1507,14918,416,3,26.934
294,4.744,2.675,0.11080,0.1348,15258,366,4,25.830
295,4.793,1.154,0.0852,0.1513,16128,469,3,61.554
296,4.817,0.879,0.0881,0.8141,16440,417,2,49.417
297,4.822,1.619,0.9664,0.0929,16038,404,3,33.708
298,4.828,2.274,0.1091,0.1402,15103,751,3,28.815
299,4.874,0.961,0.0988,0.1694,15543,527,2,42.570
300,4.961,1.697,0.0849,0.0972,16791,277,2,35.596
301,0.465,3.674,0.0938,0.1454,15872,375,1,75.798
302,0.578,3.237,0.0869,0.1488,15944,551,2,65.593
303,0.773,3.627,0.0797,0.8863,16790,593,3,64.756
304,0.879,4.817,0.0984,0.1390,16430,722,3,52.414
305,0.961,4.874,0.0945,0.1861,16333,748,2,46.307
306,0.990,3.787,0.0898,0.5314,16843,395,2,51.445
307,1.154,4.793,0.0903,0.7873,16585,460,2,45.572
308,1.160,3.270,0.7802,0.7639,16311,531,3,49.658
309,1.229,4.456,0.0847,0.1286,16166,457,3,41.849
310,1.619,4.822,0.0864,0.1282,15937,487,3,37.648
311,1.677,3.420,0.0854,0.1482,15367,1016,4,45.663
312,1.697,4.961,0.0776,0.1388,15675,642,3,31.603
313,1.721,4.545,0.0914,0.1395,15205,531,3,34.322
314,1.922,4.498,0.0863,0.1416,15154,842,3,31.746
315,2.088,3.354,0.1122,0.1483,14830,576,3,35.505
316,2.243,4.675,0.8871,0.1486,15063,933,3,29.980
317,2.272,3.311,0.0931,0.1414,15164,1208,4,37.864
318,2.274,4.828,0.0840,0.9381,16238,1069,3,30.423
319,2.480,3.814,0.0884,0.9262,14980,897,3,31.501
320,2.584,3.557,0.8625,0.1706,14900,298,4,33.850
321,2.598,4.376,0.0963,0.1477,15379,632,3,27.662
322,2.653,3.448,0.0922,0.1488,15089,1434,4,33.422
323,2.675,4.744,0.0958,0.1507,14899,385,4,30.128
324,2.774,4.114,0.0782,0.9488,14822,483,3,28.667
325,2.984,3.893,0.0887,0.1440,14584,302,4,28.837
326,3.237,0.578,0.0908,0.1529,15101,606,2,62.762
327,3.270,1.160,0.0924,0.10560,15497,493,3,49.064
328,3.311,2.272,0.0896,0.1444,15029,416,4,37.266
329,3.354,2.088,0.0929,0.1547,15314,961,3,37.581
330,3.420,1.677,0.0835,0.1514,15384,579,3,41.476
331,3.448,2.653,0.0819,0.1298,14933,1255,4,33.478
332,3.557,2.584,0.9383,0.1183,15117,1037,4,32.616
333,3.627,0.773,0.0865,0.1643,16522,368,2,65.540
334,3.674,0.465,0.1050,0.1372,15668,600,2,68.939
335,3.787,0.990,0.0932,0.9589,16719,534,3,52.573
336,3.814,2.480,0.0806,0.1377,15195,956,3,31.577
337,3.893,2.984,0.0907,0.5751,14787,1202,3,31.464
338,4.114,2.774,0.0959,0.0868,14820,309,4,32.683
339,4.376,2.598,0.0936,0.1189,15377,1686,4,34.927
340,4.456,1.229,0.0942,0.10832,16491,625,3,42.888
341,4.498,1.922,0.1077,0.1685,14655,624,3,29.938
342,4.545,1.721,0.6822,0.1801,15628,708,3,34.105
343,4.675,2.243,0.0818,0.1141,15367,416,2,32.516
344,4.744,2.675,0.0977,0.1356,14639,165,2,23.900
345,4.793,1.154,0.0962,0.1470,16731,646,3,45.427
346,4.817,0.879,0.8219,0.1540,16563,511,3,54.664
347,4.822,1.619,0.8487,0.1145,15801,603,2,34.130
348,4.828,2.274,0.1028,0.9820,16003,704,3,28.858
349,4.874,0.961,0.0953,0.1486,15643,379,2,41.068
350,4.961,1.697,0.0900,0.1540,16622,810,3,35.444
351,0.465,3.674,0.0836,0.1470,15126,642,2,55.875
352,0.578,3.237,0.0707,0.1440,15479,369,2,61.327
353,0.773,3.627,0.0856,0.1452,16546,631,3,66.673
354,0.879,4.817,0.0939,0.1660,16614,658,3,68.305
355,0.961,4.874,0.0768,0.1333,15742,460,3,47.637
356,0.990,3.787,0.1005,0.7806,16304,746,3,53.557
357,1.154,4.793,0.0818,0.1568,15964,212,1,41.600
358,1.160,3.270,0.0913,0.7936,15818,521,3,50.235
359,1.229,4.456,0.0837,0.8944,16204,433,2,41.756
360,1.619,4.822,0.0952,0.1543,15101,479,3,33.815
361,1.677,3.420,0.0904,0.1470,14725,217,3,36.379
362,1.697,4.961,0.7209,0.1488,15883,619,3,32.312
363,1.721,4.545,0.0832,0.1458,16832,776,3,42.164
364,1.922,4.498,0.0916,0.1465,15751,517,3,34.112
365,2.088,3.354,0.0920,0.9495,14790,284,4,39.746
366,2.243,4.675,0.0872,0.1176,15808,1248,4,32.616
367,2.272,3.311,0.1072,0.1466,14869,905,3,34.163
368,2.274,4.828,0.3908,0.1511,14721,224,3,25.935
369,2.480,3.814,0.1185,0.1258,14757,247,4,35.893
370,2.584,3.557,0.1086,0.1829,14835,319,4,30.280
371,2.598,4.376,0.0831,0.1504,14988,757,3,27.742
372,2.653,3.448,0.0907,0.8202,14910,1288,4,32.354
373,2.675,4.744,0.0802,0.1462,14705,1078,4,32.618
374,2.774,4.114,0.0731,0.1162,14700,496,3,28.845
375,2.984,3.893,0.0840,0.1476,14997,1078,4,30.517
376,3.237,0.578,0.0865,0.1250,16258,527,2,72.717
377,3.270,1.160,0.0930,0.1577,14988,255,2,44.609
378,3.311,2.272,0.0937,0.1848,15078,904,3,36.166
379,3.354,2.088,0.8648,0.1345,14910,1462,4,46.151
380,3.420,1.677,0.0915,0.1383,17243,957,3,44.695
381,3.448,2.653,0.0903,0.1112,14848,1017,3,33.888
382,3.557,2.584,0.0892,0.8072,14869,1048,3,31.919
383,3.627,0.773,0.1024,0.1312,16486,442,2,60.975
384,3.674,0.465,0.8583,0.1723,16213,588,2,73.768
385,3.787,0.990,0.1178,0.1768,15963,585,3,51.117
386,3.814,2.480,0.0877,0.1463,14980,466,4,33.409
387,3.893,2.984,0.0845,0.1464,15342,1138,4,32.457
388,4.114,2.774,0.0903,0.1518,15925,1522,4,31.901
389,4.376,2.598,0.0815,0.1335,15411,1687,3,30.827
390,4.456,1.229,0.0975,0.9420,16437,720,3,44.588
391,4.498,1.922,0.0972,0.9240,15851,549,3,34.942
392,4.545,1.721,0.10948,0.1737,15779,625,3,35.696
393,4.675,2.243,0.0906,0.1542,15368,996,4,33.417
394,4.744,2.675,0.9754,0.7949,15131,1056,4,27.618
395,4.793,1.154,0.0810,0.1338,16012,685,3,44.227
396,4.817,0.879,0.0913,0.9183,16343,361,3,45.829
397,4.822,1.619,0.0901,0.1619,15276,341,3,31.992
398,4.828,2.274,0.0957,0.1480,15056,903,3,30.251
399,4.874,0.961,0.0847,0.0961,16664,539,2,50.717
400,4.961,1.697,0.1006,0.35926,15778,593,3,32.245
401,0.465,3.674,0.0952,0.1615,15724,593,2,62.027
402,0.578,3.237,0.0837,0.1500,15821,511,2,66.950
403,0.773,3.627,0.0982,0.1727,15958,354,2,57.510
404,0.879,4.817,0.0953,0.1257,16484,493,2,54.600
405,0.961,4.874,0.1000,0.9783,16167,397,2,46.452
406,0.990,3.787,0.0744,0.1505,16293,837,3,60.163
407,1.154,4.793,0.0901,0.1578,16451,818,3,42.960
408,1.160,3.270,0.9572,0.1385,16199,609,3,53.648
409,1.229,4.456,0.0946,0.1525,16322,693,3,42.954
410,1.619,4.822,0.9912,0.1665,15759,671,2,33.176
411,1.677,3.420,0.1007,0.1490,15911,1162,3,40.535
412,1.697,4.961,0.1032,0.1596,16784,664,2,35.875
413,1.721,4.545,0.0951,0.1482,15303,155,1,30.956
414,1.922,4.498,0.0866,0.1524,15884,400,3,34.398
415,2.088,3.354,0.7273,0.1580,14788,187,4,39.441
416,2.243,4.675,0.1040,0.1563,15276,936,3,31.479
417,2.272,3.311,0.0806,0.1445,14729,893,3,34.066
418,2.274,4.828,0.0815,0.1366,14730,271,3,26.246
419,2.480,3.814,0.0909,0.1311,14935,995,4,32.190
420,2.584,3.557,0.0859,0.1460,15312,100,4,31.274
421,2.598,4.376,0.0911,0.1785,15441,979,3,28.681
422,2.653,3.448,0.0989,0.1609,14808,1548,4,45.867
423,2.675,4.744,0.1001,0.1257,14958,903,3,27.046
424,2.774,4.114,0.1059,0.11028,15129,1207,4,29.013
425,2.984,3.893,0.0802,0.1495,14928,1206,3,28.310
426,3.237,0.578,0.0987,0.1511,15434,565,2,60.452
427,3.270,1.160,0.0921,0.1296,16067,496,3,48.744
428,3.311,2.272,0.2811,0.1221,15236,1018,3,35.340
429,3.354,2.088,0.0958,0.1512,14980,895,3,38.758
430,3.420,1.677,0.0870,0.9418,14938,361,2,38.907
431,3.448,2.653,0.0795,0.1440,15503,912,3,32.866
432,3.557,2.584,0.8901,0.1523,14828,1348,3,33.431
433,3.627,0.773,0.0928,0.8924,17110,251,2,65.260
434,3.674,0.465,0.0782,0.1205,15514,448,2,62.555
435,3.787,0.990,0.0810,0.1573,16779,686,3,57.097
436,3.814,2.480,0.0852,0.1580,14961,509,4,34.750
437,3.893,2.984,0.0946,0.1278,14775,821,3,27.287
438,4.114,2.774,0.0955,0.1519,15128,794,3,29.497
439,4.376,2.598,0.0814,0.1489,15037,795,3,29.585
440,4.456,1.229,0.0936,0.10528,16470,708,2,44.951
441,4.498,1.922,0.0871,0.7728,15135,681,3,30.772
442,4.545,1.721,0.10034,0.1256,15534,678,3,33.183
443,4.675,2.243,0.0867,0.1192,15200,791,3,29.686
444,4.744,2.675,0.10656,0.1588,15336,908,3,28.775
445,4.793,1.154,0.0947,0.1430,15927,455,3,40.651
446,4.817,0.879,0.0821,0.1530,15674,416,2,43.303
